ElapsedTime,Speed
625,35.86052
626,35.91385
627,35.96681
628,36.01941
629,35.82321
630,35.8768
631,35.93002
632,35.98287
633,36.03535
634,35.83916
635,35.89264
636,35.94575
637,35.99849
638,36.05087
639,35.85467
640,35.90804
641,35.96105
642,36.01368
643,35.81748
644,35.87112
645,35.92438
646,35.97727
647,36.02979
648,35.83359
649,35.88712
650,35.94027
651,35.99304
652,36.04546
653,35.84925
654,35.90267
655,35.95571
656,36.00838
657,35.81218
658,35.86585
659,35.91915
660,35.97208
661,36.02464
662,35.82843
663,35.88199
664,35.93518
665,35.988
666,36.04045
667,35.84425
668,35.89769
669,35.95077
670,36.00348
671,35.80728
672,35.86098
673,35.91431
674,35.96727
675,36.01986
676,35.82366
677,35.87725
678,35.93047
679,35.98331
680,36.0358
681,35.8396
682,35.89308
683,35.94619
684,35.99893
685,36.0513
686,35.8551
687,35.90847
688,35.96147
689,36.01411
690,35.81791
691,35.87154
692,35.9248
693,35.97768
694,36.0302
695,35.83401
696,35.88753
697,35.94067
698,35.99345
699,36.04586
700,35.84966
701,35.90307
702,35.9561
703,36.00878
704,35.81258
705,35.86625
706,35.91954
707,35.97247
708,36.02502
709,35.82883
710,35.88238
711,35.93556
712,35.98838
713,36.04082
714,35.84462
715,35.89806
716,35.95113
717,36.00384
718,35.80764
719,35.86134
720,35.91467
721,35.96762
722,36.02021
723,35.82401
724,35.8776
725,35.93081
726,35.98366
727,36.03614
728,35.83994
729,35.89342
730,35.94653
731,35.99926
732,36.05163
733,35.85543
734,35.9088
735,35.96179
736,36.01443
737,35.81822
738,35.87185
739,35.92511
740,35.97799
741,36.03051
742,35.83431
743,35.88783
744,35.94097
745,35.99375
746,36.04616
747,35.84996
748,35.90336
749,35.9564
750,36.00906
751,35.81287
752,35.86653
753,35.91982
754,35.97274
755,36.0253
756,35.82909
757,35.88265
758,35.93583
759,35.98864
760,36.04108
761,35.84489
762,35.89833
763,35.9514
764,36.0041
765,35.8079
766,35.8616
767,35.91493
768,35.96788
769,36.02048
770,35.82428
771,35.87786
772,35.93108
773,35.98392
774,36.0364
775,35.84019
776,35.89367
777,35.94677
778,35.99951
779,36.05188
780,35.85568
781,35.90904
782,35.96204
783,36.01467
784,35.81847
785,35.8721
786,35.92535
787,35.97823
788,36.03075
789,35.83455
790,35.88807
791,35.94121
792,35.99398
793,36.04639
794,35.85019
795,35.9036
796,35.95663
797,36.0093
798,35.8131
799,35.86676
800,35.92005
801,35.97297
802,36.02553
803,35.82933
804,35.88288
805,35.93605
806,35.98886
807,36.04131
808,35.84511
809,35.89855
810,35.95162
811,36.00432
812,35.80812
813,35.86182
814,35.91515
815,35.9681
816,36.02068
817,35.82448
818,35.87807
819,35.93128
820,35.98413
821,36.0366
822,35.8404
823,35.89388
824,35.94698
825,35.99971
826,36.05208
827,35.85588
828,35.90924
829,35.96224
830,36.01487
831,35.81867
832,35.87229
833,35.92555
834,35.97843
835,36.03095
836,35.83475
837,35.88826
838,35.9414
839,35.99417
840,36.04658
841,35.85038
842,35.90378
843,35.95681
844,36.00948
845,35.81328
846,35.86695
847,35.92024
848,35.97316
849,36.02571
850,35.82951
851,35.88307
852,35.93624
853,35.98905
854,36.04149
855,35.84529
856,35.89873
857,35.9518
858,36.0045
859,35.8083
860,35.86199
861,35.91531
862,35.96827
863,36.02085
864,35.82465
865,35.87823
866,35.93145
867,35.98429
868,36.03676
869,35.84056
870,35.89403
871,35.94713
872,35.99986
873,36.05223
874,35.85603
875,35.90939
876,35.96239
877,36.01501
878,35.81881
879,35.87244
880,35.92569
881,35.97857
882,36.03109
883,35.83488
884,35.88839
885,35.94154
886,35.99431
887,36.04671
888,35.85051
889,35.90391
890,35.95695
891,36.00961
892,35.81341
893,35.86707
894,35.92036
895,35.97328
896,36.02583
897,35.82963
898,35.88317
899,35.93635
900,35.98916
901,36.0416
902,35.8454
903,35.89884
904,35.95191
905,36.00461
906,35.80841
907,35.86211
908,35.91543
909,35.96838
910,36.02097
911,35.82476
912,35.87835
913,35.93156
914,35.98439
915,36.03687
916,35.84067
917,35.89414
918,35.94724
919,35.99997
920,36.05234
921,35.85614
922,35.9095
923,35.96249
924,36.01512
925,35.81892
926,35.87255
927,35.9258
928,35.97868
929,36.03119
930,35.83499
931,35.8885
932,35.94164
933,35.99441
934,36.04682
935,35.85062
936,35.90402
937,35.95705
938,36.00971
939,35.81351
940,35.86718
941,35.92046
942,35.97337
943,36.02592
944,35.82973
945,35.88327
946,35.93645
947,35.98926
948,36.0417
949,35.8455
950,35.89894
951,35.952
952,36.0047
953,35.8085
954,35.8622
955,35.91552
956,35.96847
957,36.02106
958,35.82486
959,35.87844
960,35.93165
961,35.98449
962,36.03696
963,35.84076
964,35.89423
965,35.94733
966,36.00006
967,35.80387
968,35.85759
969,35.91095
970,35.96393
971,36.01654
972,35.82034
973,35.87395
974,35.9272
975,35.98007
976,36.03257
977,35.83637
978,35.88987
979,35.943
980,35.99576
981,36.04816
982,35.85196
983,35.90536
984,35.95838
985,36.01103
986,35.81483
987,35.86848
988,35.92176
989,35.97467
990,36.02721
991,35.83101
992,35.88455
993,35.93771
994,35.99051
995,36.04295
996,35.84674
997,35.90017
998,35.95323
999,36.00592
1000,35.80972
