ElapsedTime,Speed
543,-2.823404E-05
544,6.972026E-05
545,-8.225985E-05
546,-8.718424E-06
547,9.80848E-05
548,-9.476077E-05
549,0.0001392278
550,2.541776E-05
551,-0.0006758404
552,7.118197E-05
553,-4.411854E-05
554,5.888474E-05
555,7.072289E-05
556,7.519764E-07
557,-2.535647E-05
558,-9.277937E-05
559,-9.519316E-05
560,-2.580897E-05
561,7.380336E-05
562,-8.19241E-05
563,0.0001421794
564,1.561825E-05
565,-0.0007046409
566,7.489516E-05
567,-4.643278E-05
568,3.60579E-05
569,9.583698E-05
570,-8.140182E-05
571,0.000109405
572,-0.0001020859
573,6.459346E-05
574,7.192567E-05
575,-4.666252E-05
576,-4.929793E-05
577,3.744431E-05
578,5.921709E-05
579,-0.0001141095
580,-0.0006935461
581,0.000225189
582,0.0001133245
583,-0.0001190136
584,-7.324212E-05
585,-6.379139E-05
586,0.0001079071
587,-9.322559E-05
588,-6.915251E-05
589,0.0001103864
590,-9.435121E-05
591,0.0001503039
592,-0.000102415
593,-0.0006952701
594,6.732449E-05
595,2.385508E-05
596,-1.632614E-05
597,-1.098203E-05
598,-8.089704E-05
599,-6.424376E-05
600,0.0001090333
601,-9.659713E-05
602,-6.930566E-05
603,0.000110377
604,-9.407319E-05
605,0.0001488779
606,-0.000100628
607,-0.000691792
608,7.317407E-05
609,4.726093E-05
610,7.394126E-05
611,6.620454E-05
612,3.273455E-05
613,3.691312E-05
614,7.200218E-07
615,1.200402E-05
616,3.615377E-05
617,2.263814E-05
618,-3.795511E-05
619,4.576422E-05
620,3.295368E-05
621,-0.0007400881
622,5.90228E-05
623,6.826376E-05
624,3.765642E-05
625,5.221228E-05
626,6.250708E-05
627,-2.016021E-05
628,-2.995141E-05
629,-1.993578E-05
630,-0.0001184242
631,-7.565946E-05
632,0.0001043454
633,-0.0001188262
634,0.0001565858
635,-0.0001005803
636,-0.0006918067
637,7.317171E-05
638,2.39776E-05
639,-1.668193E-05
640,5.135294E-06
641,-6.272716E-06
642,-2.115979E-05
643,-9.624517E-05
644,-9.220513E-05
645,-2.62154E-05
646,6.877488E-05
647,-8.226103E-05
648,0.0001434924
649,1.140329E-05
650,-0.0006952095
651,8.019982E-05
652,-4.624488E-05
653,-7.128839E-05
654,0.000127157
655,7.979119E-06
656,-1.947112E-05
657,7.005012E-05
658,-8.225632E-05
659,-8.693097E-06
660,9.809422E-05
661,-9.475253E-05
662,0.0001392184
663,1.133437E-05
664,-0.0007026105
665,8.099678E-05
666,-4.416154E-05
667,-6.796631E-05
668,0.0001245618
669,1.026224E-05
670,-1.936861E-05
671,8.915918E-05
672,-3.962732E-05
673,-8.363713E-05
674,0.0001540465
675,-8.895588E-05
676,0.0001483418
677,-0.0001006398
678,-0.0006918038
679,7.316935E-05
680,4.724797E-05
681,7.392476E-05
682,6.745326E-05
683,2.905671E-05
684,3.176743E-05
685,3.188094E-06
686,1.57284E-05
687,3.618616E-05
688,3.448922E-05
689,-5.24332E-05
690,-2.04967E-05
691,-9.075431E-05
692,-0.0006930472
693,7.300913E-05
694,4.725268E-05
695,7.392299E-05
696,6.622516E-05
697,3.273514E-05
698,3.692372E-05
699,7.335693E-07
700,1.200108E-05
701,3.736362E-05
702,3.300009E-05
703,4.88866E-05
704,-5.132605E-05
705,-0.0001182858
706,-0.0007192183
707,0.0001144478
708,2.900369E-05
709,-1.634558E-05
710,5.231306E-06
711,-6.262114E-06
712,-1.932616E-05
713,-0.0001001533
714,-9.592067E-05
715,-2.623072E-05
716,6.878077E-05
717,-8.227045E-05
718,0.0001434965
719,1.13921E-05
720,-0.0006956442
721,7.408165E-05
722,-4.42876E-05
723,-4.622032E-05
724,7.767739E-05
725,8.695226E-05
726,-1.366669E-05
727,-9.258439E-05
728,-9.216566E-05
729,-2.50727E-05
730,8.800244E-05
731,-9.748743E-05
732,0.0001088532
733,8.629013E-06
734,-0.000668357
735,7.739497E-05
736,-4.371977E-05
737,-7.135731E-05
738,0.0001263106
739,8.679536E-06
740,-1.906587E-05
741,7.009017E-05
742,-8.224277E-05
743,-8.692507E-06
744,9.809481E-05
745,-9.508887E-05
746,0.0001389563
747,1.131081E-05
748,-0.0007010219
749,8.075351E-05
750,-4.416449E-05
751,-4.849277E-05
752,7.765383E-05
753,9.189178E-05
754,-1.700879E-05
755,-9.260207E-05
756,-9.215683E-05
757,-2.50727E-05
758,8.800185E-05
759,-9.905246E-05
760,0.0001124332
761,5.269246E-06
762,-0.0006683169
763,7.739851E-05
764,-4.371152E-05
765,-7.135318E-05
766,0.0001263212
767,8.674235E-06
768,-1.906057E-05
769,8.912737E-05
770,-3.62051E-05
771,-8.359707E-05
772,0.000157689
773,-8.588774E-05
774,0.0001272031
775,4.331349E-05
776,3.392975E-05
777,-0.0008354877
778,0.0001865011
779,-6.098998E-06
780,4.915704E-05
781,1.615762E-05
782,6.689302E-05
783,2.148422E-05
784,-1.407256E-05
785,5.462076E-05
786,5.750809E-05
787,3.250949E-05
788,-5.013321E-05
789,5.602669E-05
790,4.159343E-05
791,-3.68078E-05
792,-0.0006931167
793,3.137258E-05
794,9.541189E-05
795,8.338577E-05
796,5.891589E-05
797,-0.0001118063
798,-9.703617E-05
799,2.372838E-05
800,-7.125489E-05
801,8.353354E-05
802,9.267806E-05
803,-0.0001667375
804,5.934175E-05
805,3.209663E-05
806,3.586588E-05
807,4.077651E-05
808,-0.0008140045
809,0.0001861017
810,-1.791532E-05
811,5.778501E-05
812,1.6223E-05
813,5.505961E-05
814,2.06855E-05
815,-1.409494E-05
816,5.463549E-05
817,6.350844E-05
818,1.544078E-05
819,-8.694887E-05
820,-9.423905E-05
821,1.262706E-05
822,-1.228717E-05
823,-0.0006934018
824,6.645449E-05
825,2.383859E-05
826,-1.634263E-05
827,-1.098909E-05
828,-8.089998E-05
829,-6.423845E-05
830,0.0001090516
831,-9.659242E-05
832,-6.930978E-05
833,0.0001103646
834,-9.435946E-05
835,0.0001503027
836,-0.0001024191
837,-0.0006952624
838,6.732802E-05
839,2.385272E-05
840,-1.633203E-05
841,5.226594E-06
842,-6.25858E-06
843,-1.933322E-05
844,-0.0001001639
845,-9.592892E-05
846,-2.621835E-05
847,6.877488E-05
848,-8.228046E-05
849,0.0001434971
850,1.140211E-05
851,-0.0006956413
852,7.406987E-05
853,-4.428406E-05
854,-4.622386E-05
855,7.768034E-05
856,9.223989E-05
857,-1.699818E-05
858,-9.260854E-05
859,-9.254913E-05
860,-2.632849E-05
861,6.876958E-05
862,-8.225573E-05
863,0.0001434877
864,1.140388E-05
865,-0.0006952042
866,8.01957E-05
867,-4.623487E-05
868,-7.129075E-05
869,0.0001271605
870,7.98442E-06
871,-1.948408E-05
872,7.005365E-05
873,-8.224689E-05
874,-8.714891E-06
875,9.810836E-05
876,-9.476018E-05
877,0.0001392155
878,2.540952E-05
879,-0.0006758286
880,7.118079E-05
881,-4.411854E-05
882,5.888887E-05
883,7.07329E-05
884,-4.481473E-06
885,-1.789115E-05
886,-9.106413E-05
887,-9.618987E-05
888,-2.632732E-05
889,8.796297E-05
890,-9.905364E-05
891,0.0001112629
892,8.641382E-06
893,-0.000668367
894,7.739615E-05
895,-4.372684E-05
896,-7.134789E-05
897,0.0001263282
898,8.672469E-06
899,-1.905821E-05
900,7.007898E-05
901,-8.224748E-05
902,-8.710178E-06
903,9.811072E-05
904,-9.47484E-05
905,0.0001392214
906,2.542424E-05
907,-0.0006758339
908,7.118138E-05
909,-4.413386E-05
910,5.887473E-05
911,7.072348E-05
912,-4.467926E-06
913,-1.789998E-05
914,-9.106472E-05
915,-9.618928E-05
916,-2.633556E-05
917,6.876958E-05
918,-8.226516E-05
919,0.0001434936
920,1.140211E-05
921,-0.0006952054
922,8.020277E-05
923,-4.624606E-05
924,-7.130253E-05
925,0.0001271523
926,7.973817E-06
927,-1.946994E-05
928,7.005424E-05
929,-8.22463E-05
930,-7.541556E-06
931,8.543253E-05
932,-9.245062E-05
933,0.0001392573
934,7.667718E-06
935,-0.0006630458
936,7.757583E-05
937,-4.702304E-05
938,5.863087E-05
939,6.946356E-05
940,-4.496199E-06
941,-1.947326E-05
942,-9.106884E-05
943,-9.618751E-05
944,-2.632732E-05
945,6.876428E-05
946,-8.226398E-05
947,0.0001434877
948,1.139563E-05
949,-0.0006952184
950,8.020041E-05
